站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
56959,20250605221700,14.7,1007.9,37,197,0.5,0.7,10418.5
56964,20250605221700,24.2,1005.5,93,55,8.3,0.4,10109.6
56966,20250605221700,31.7,1011.5,54,83,14.3,0.1,10156.8
56969,20250605221700,21.8,1014.5,73,165,1.7,0.0,10322.3
56977,20250605221700,16.3,1025.3,1,130,9.4,0.1,10482.7
56985,20250605221700,10.1,1017.0,60,173,13.5,0.6,10186.8
56986,20250605221700,1.8,1022.6,81,298,5.3,0.0,10487.0
56991,20250605221700,14.6,1022.5,78,86,4.5,0.9,10430.7
59007,20250605221700,1.2,1017.7,41,237,4.7,0.9,10389.1
58448,20250605221700,9.3,1012.8,14,284,8.9,0.9,10301.8
58450,20250605221700,7.6,1018.2,53,135,12.5,0.2,10403.1
58457,20250605221700,27.9,1017.0,43,307,5.7,1.3,10453.1
58464,20250605221700,5.2,1014.9,11,156,11.8,1.1,10369.2
58467,20250605221700,6.5,1024.0,71,178,3.9,0.9,10295.4
58472,20250605221700,13.0,1014.8,46,298,1.2,0.8,10451.7
58477,20250605221700,33.8,1025.2,11,69,4.4,0.0,10424.0
58543,20250605221700,20.1,1018.0,51,165,13.0,0.0,10263.8
58549,20250605221700,34.8,1018.0,7,46,0.7,0.5,10343.5
58553,20250605221700,9.8,1000.3,17,8,1.8,0.8,10144.5
58556,20250605221700,23.2,1013.9,54,152,5.6,0.7,10111.2
58557,20250605221700,5.0,1004.2,20,133,4.5,0.0,10129.7
58562,20250605221700,27.5,1005.2,34,325,6.9,0.7,10444.9
58569,20250605221700,17.7,1006.9,26,145,8.4,0.3,10068.3
58633,20250605221700,30.2,1019.3,7,26,6.2,0.1,10416.6
58646,20250605221700,22.1,1016.1,60,173,2.6,0.6,10493.0
58652,20250605221700,7.1,1022.7,57,358,0.9,0.1,10346.8
58665,20250605221700,18.1,1018.3,66,358,3.4,1.1,10036.9
58666,20250605221700,26.8,1006.7,0,152,7.2,1.4,10474.8
58667,20250605221700,13.5,1018.8,53,238,5.6,0.6,10299.7
58742,20250605221700,23.4,1016.6,9,325,14.3,0.4,10272.7
58752,20250605221700,10.5,1006.4,89,358,9.4,0.6,10186.8
58760,20250605221700,22.8,1010.3,26,118,3.7,0.5,10144.4
57348,20250605221700,21.0,1008.1,96,177,4.1,1.4,10103.9
57426,20250605221700,5.0,1025.1,92,164,4.5,0.9,10366.2
57432,20250605221700,9.0,1010.1,13,55,2.0,0.4,10441.5
57502,20250605221700,11.5,1007.9,80,85,12.9,1.3,10021.3
57512,20250605221700,16.7,1012.5,77,149,10.3,1.1,10210.2
57516,20250605221700,4.5,1016.1,35,317,8.4,1.5,10128.8
57517,20250605221700,7.9,1022.2,99,100,12.5,0.9,10012.9
 57520,20250605221700,29.6,1003.5,20,73,14.2,1.0,10299.0
57523,20250605221700,22.1,1011.4,89,190,3.9,1.3,10335.7
57536 ,20250605221700,29.5,1013.7,84,272,13.0,1.4,10205.6
57612,20250605221700,6.5,1009.7,57,344,12.6,0.2,10322.5
57633,20250605221700,25.2,1017.1,39,300,12.6,0.9,10153.1
